WKT,ID,HAUTEUR
"MULTIPOINT ((5.7152045571282 44.9491038227624))",PYLONE__0000000024798137,28.6
"MULTIPOINT ((5.94714678308053 45.2564799533159))",PYLONE__0000000024798140,22.8
"MULTIPOINT ((5.68580417659867 45.1095022288727))",PYLONE__0000000024798144,22.2
"MULTIPOINT ((5.96782434803391 45.2740883262054))",PYLONE__0000000024798162,0
"MULTIPOINT ((5.98356592493463 45.2772303302487))",PYLONE__0000000024798184,0
"MULTIPOINT ((6.00372503537651 45.3759216688678))",PYLONE__0000000024798191,0
"MULTIPOINT ((5.68549768327886 45.1116231758944))",PYLONE__0000000024798158,34.6
"MULTIPOINT ((6.1660963668475 45.0446466017999))",PYLONE__0000000024798159,22.2
"MULTIPOINT ((5.62378382532905 45.2972025417628))",PYLONE__0000000024798163,25.8
"MULTIPOINT ((6.06883022456002 45.0029038531709))",PYLONE__0000000024798164,29.7
"MULTIPOINT ((6.03337745896684 45.2116923046193))",PYLONE__0000000024798165,19.8
"MULTIPOINT ((5.63646517387241 44.9987616629084))",PYLONE__0000000024798167,39.2
"MULTIPOINT ((6.06732324692504 45.0019641661509))",PYLONE__0000000024798169,23.3
"MULTIPOINT ((5.71615868031359 45.118127398916))",PYLONE__0000000024798176,25.8
"MULTIPOINT ((5.88673175864535 44.8252490622803))",PYLONE__0000000024798183,21
"MULTIPOINT ((5.85914643594395 45.0709899221836))",PYLONE__0000000024798187,47.5
"MULTIPOINT ((5.77905739064543 45.0932639808878))",PYLONE__0000000024798194,38.1
"MULTIPOINT ((5.64601937463718 45.0451358515926))",PYLONE__0000000024798198,26.7
"MULTIPOINT ((5.7021464294451 45.1709771428082))",PYLONE__0000000024798200,26
"MULTIPOINT ((5.70213142248916 45.1004794456893))",PYLONE__0000000024798210,23.1
"MULTIPOINT ((5.78036781938784 45.1984425881893))",PYLONE__0000000024798211,29.2
"MULTIPOINT ((5.67491824071368 45.2134662738682))",PYLONE__0000000024798212,32
"MULTIPOINT ((6.01957695664627 45.0976161961077))",PYLONE__0000000024798216,16.2
"MULTIPOINT ((5.73960410669221 45.0904804123248))",PYLONE__0000000024798217,28.7
"MULTIPOINT ((5.78514588467659 44.9329152951527))",PYLONE__0000000024798221,27.7
"MULTIPOINT ((5.9089503325337 44.847906483339))",PYLONE__0000000024798222,28.6
"MULTIPOINT ((5.71728944119142 45.0974432390691))",PYLONE__0000000024798226,34.2
"MULTIPOINT ((5.68642382624807 45.2076844197553))",PYLONE__0000000024798229,47.2
"MULTIPOINT ((5.7107477450079 44.9565260555075))",PYLONE__0000000024798235,27
"MULTIPOINT ((5.71542383590305 45.1208643233051))",PYLONE__0000000024798240,26
"MULTIPOINT ((5.56514164018442 45.1256357383238))",PYLONE__0000000024798254,0
"MULTIPOINT ((5.99630927961633 45.2799558724126))",PYLONE__0000000024798257,0
"MULTIPOINT ((5.73642927579982 45.0850437919924))",PYLONE__0000000024798269,0
"MULTIPOINT ((5.67803236557486 45.1298518300205))",PYLONE__0000000024798243,28.6
"MULTIPOINT ((5.91884544033414 45.264328412217))",PYLONE__0000000024798246,41.2
"MULTIPOINT ((5.62264831748589 45.296537257731))",PYLONE__0000000024798247,47.2
"MULTIPOINT ((5.69961375822308 45.1039252362048))",PYLONE__0000000024798248,34.2
"MULTIPOINT ((5.68714923235567 45.2053335238595))",PYLONE__0000000024798249,20.1
"MULTIPOINT ((5.65002206194677 45.1998026520222))",PYLONE__0000000024798250,28.6
"MULTIPOINT ((5.73256413053572 45.0945876657297))",PYLONE__0000000024798251,23.1
"MULTIPOINT ((5.98510390895431 45.2383034080289))",PYLONE__0000000024798259,19
"MULTIPOINT ((5.74207583658386 45.093835977533))",PYLONE__0000000024798260,27.5
"MULTIPOINT ((5.63084195073222 45.0406919857181))",PYLONE__0000000024798261,37.4
"MULTIPOINT ((5.98070256035657 45.2422874212113))",PYLONE__0000000024798268,19
"MULTIPOINT ((5.65875387784799 45.1439881899954))",PYLONE__0000000024798274,51.3
"MULTIPOINT ((5.5527512059441 45.0906879315789))",PYLONE__0000000024798282,20
"MULTIPOINT ((5.65592093240844 45.1119831409938))",PYLONE__0000000024798285,45.3
"MULTIPOINT ((6.06840415945074 45.0321414604137))",PYLONE__0000000024798286,16.2
"MULTIPOINT ((6.0156016877444 45.1290103965203))",PYLONE__0000000024798300,61.5
"MULTIPOINT ((5.64831975511785 44.9786589709229))",PYLONE__0000000024798302,38.7
"MULTIPOINT ((5.83687501133433 44.8339599393121))",PYLONE__0000000024798303,38.7
"MULTIPOINT ((6.04367002981288 45.1567100022197))",PYLONE__0000000024798318,18
"MULTIPOINT ((6.0172931538805 45.2785795959778))",PYLONE__0000000024798325,0
"MULTIPOINT ((5.77205620070715 44.8721063725147))",PYLONE__0000000024798331,0
"MULTIPOINT ((5.65673441866003 45.1686314415705))",PYLONE__0000000024798338,0
"MULTIPOINT ((6.0777243453463 45.3905904927506))",PYLONE__0000000024798342,0
"MULTIPOINT ((5.73470303144372 45.0931207246936))",PYLONE__0000000024798379,0
"MULTIPOINT ((5.7618995992216 45.1185631153952))",PYLONE__0000000024798321,21.2
"MULTIPOINT ((5.82331025940717 44.8387015459013))",PYLONE__0000000024798324,32.7
"MULTIPOINT ((5.65436054103378 45.1671870005367))",PYLONE__0000000024798328,31.4
"MULTIPOINT ((5.7819378235746 45.0480085256678))",PYLONE__0000000024798336,26
"MULTIPOINT ((5.63967231836041 45.2615254160578))",PYLONE__0000000024798352,23
"MULTIPOINT ((5.68214902427417 45.2153974382077))",PYLONE__0000000024798365,22.9
"MULTIPOINT ((5.568988027328 45.1290552157715))",PYLONE__0000000024798373,26
"MULTIPOINT ((5.80241906876281 44.9948273366103))",PYLONE__0000000024798401,0
"MULTIPOINT ((6.09298140495338 45.0373118605697))",PYLONE__0000000024798402,0
"MULTIPOINT ((5.70827387051339 45.1045412899376))",PYLONE__0000000024798407,0
"MULTIPOINT ((5.76437665979398 45.055836315968))",PYLONE__0000000024798412,0
"MULTIPOINT ((5.78842871954546 45.2057494196391))",PYLONE__0000000024798392,28.7
"MULTIPOINT ((5.66141757807542 44.958970205342))",PYLONE__0000000024798403,33.3
"MULTIPOINT ((6.04483131438693 45.1538335990469))",PYLONE__0000000024798419,33.5
"MULTIPOINT ((5.61816952649115 45.2406756682823))",PYLONE__0000000024798436,0
"MULTIPOINT ((6.00754957984634 45.2784817235049))",PYLONE__0000000024798459,0
"MULTIPOINT ((5.72645100381 45.1034269204789))",PYLONE__0000000024798429,22.9
"MULTIPOINT ((5.66462013871709 45.2336610218004))",PYLONE__0000000024798434,28.7
"MULTIPOINT ((5.69845017638737 45.0028727154069))",PYLONE__0000000024798446,34.6
"MULTIPOINT ((5.55370855666012 45.0932433786376))",PYLONE__0000000024798454,23
"MULTIPOINT ((5.78564771689469 44.9277503714145))",PYLONE__0000000024798456,33.7
"MULTIPOINT ((5.77548544069986 45.0549023057342))",PYLONE__0000000024798462,30
"MULTIPOINT ((5.83886280159392 44.8402217760016))",PYLONE__0000000024798482,0
"MULTIPOINT ((5.72273372786794 44.9387566421184))",PYLONE__0000000024798472,34.6
"MULTIPOINT ((5.65000575757473 45.1938776471533))",PYLONE__0000000024798473,54.4
"MULTIPOINT ((5.77096884645508 44.9332264901497))",PYLONE__0000000024798478,23.1
"MULTIPOINT ((5.91716895751222 44.8884777762633))",PYLONE__0000000024798479,23.7
"MULTIPOINT ((5.94445202360768 45.2567393110525))",PYLONE__0000000024798480,22.8
"MULTIPOINT ((5.58126657647781 45.2676003962841))",PYLONE__0000000024798483,41.4
"MULTIPOINT ((5.73879137979101 45.0946086714576))",PYLONE__0000000024798484,25.7
"MULTIPOINT ((5.66535383468618 44.9620983426464))",PYLONE__0000000024798486,28.3
"MULTIPOINT ((5.73598445629956 45.0952902606899))",PYLONE__0000000024798489,27.5
"MULTIPOINT ((5.89971123491364 44.8200445203497))",PYLONE__0000000024798490,27
"MULTIPOINT ((6.10400285638709 45.0422232186724))",PYLONE__0000000024798493,23
"MULTIPOINT ((6.07798481757388 45.3947880420773))",PYLONE__0000000024798513,0
"MULTIPOINT ((5.78815955114656 45.0272077347994))",PYLONE__0000000024798515,0
"MULTIPOINT ((6.0718490602425 45.3885548102791))",PYLONE__0000000024798520,0
"MULTIPOINT ((5.60200248947113 45.2574599667077))",PYLONE__0000000024798524,0
"MULTIPOINT ((5.60851233492618 45.2534351535257))",PYLONE__0000000024798525,0
"MULTIPOINT ((5.77902980835546 45.0620025622434))",PYLONE__0000000024798508,16.9
"MULTIPOINT ((6.09415194980654 45.394539088269))",PYLONE__0000000024798511,27
"MULTIPOINT ((5.78152942510943 45.0657935200125))",PYLONE__0000000024798521,26
"MULTIPOINT ((5.6611811120533 45.0965476080461))",PYLONE__0000000024798528,28.2
"MULTIPOINT ((5.68192598775373 45.2085835683311))",PYLONE__0000000024798537,32.8
"MULTIPOINT ((5.60168835051123 45.2630286590639))",PYLONE__0000000024798554,0
"MULTIPOINT ((5.6178919565569 45.2405218081855))",PYLONE__0000000024798563,0
"MULTIPOINT ((5.69422928215553 45.0133263620747))",PYLONE__0000000024798573,0
"MULTIPOINT ((5.71663249373658 45.1180843211737))",PYLONE__0000000024798551,41.2
"MULTIPOINT ((5.66453046220799 45.2333586434184))",PYLONE__0000000024798561,22.9
"MULTIPOINT ((5.6463608777551 45.254941769591))",PYLONE__0000000024798562,23.8
"MULTIPOINT ((6.03898095612678 45.1692790513007))",PYLONE__0000000024798578,18
"MULTIPOINT ((5.99487524006506 45.1195619777198))",PYLONE__0000000024798579,19.6
"MULTIPOINT ((5.7360638816868 45.0850095206591))",PYLONE__0000000024798589,28.4
"MULTIPOINT ((5.93682773611437 45.1073999280305))",PYLONE__0000000024798590,0
"MULTIPOINT ((6.11330191039209 45.0459328206769))",PYLONE__0000000024798596,0
"MULTIPOINT ((5.80494456981782 44.8791234702791))",PYLONE__0000000024798605,0
"MULTIPOINT ((5.82019840788502 44.8582267993351))",PYLONE__0000000024798606,0
"MULTIPOINT ((5.78361944469051 45.0297467080824))",PYLONE__0000000024798611,0
"MULTIPOINT ((6.14691249176867 45.0469819382004))",PYLONE__0000000024798597,18.1
"MULTIPOINT ((6.04309534527475 45.0535983908498))",PYLONE__0000000024798599,16.2
"MULTIPOINT ((5.71041798192105 44.8729700103127))",PYLONE__0000000024798600,33.1
"MULTIPOINT ((5.86928988851654 45.2518583444714))",PYLONE__0000000024798602,34.7
"MULTIPOINT ((6.01409220492317 45.2787930004832))",PYLONE__0000000024798651,0
"MULTIPOINT ((6.07141169476231 45.0441760363409))",PYLONE__0000000024798670,0
"MULTIPOINT ((5.99172217890562 45.3417391731333))",PYLONE__0000000024798638,46
"MULTIPOINT ((5.69052076197712 45.0246674583261))",PYLONE__0000000024798641,28.6
"MULTIPOINT ((6.03855843441362 45.1712756396872))",PYLONE__0000000024798643,18
"MULTIPOINT ((6.04457647939077 45.154578539635))",PYLONE__0000000024798644,33.5
"MULTIPOINT ((5.76408510911094 45.143736652017))",PYLONE__0000000024798648,47.2
"MULTIPOINT ((5.93136964612881 44.8007041090186))",PYLONE__0000000024798650,51.2
"MULTIPOINT ((5.78057414651446 45.0784937476501))",PYLONE__0000000024798654,21.7
"MULTIPOINT ((5.65906187007949 45.2311969628694))",PYLONE__0000000024798658,41.9
"MULTIPOINT ((6.03647717676126 45.1983314394902))",PYLONE__0000000024798662,18
"MULTIPOINT ((5.69126062723238 45.0992965044158))",PYLONE__0000000024798663,20.4
"MULTIPOINT ((5.70864734282396 45.1064728167621))",PYLONE__0000000024798686,0
"MULTIPOINT ((5.76793389490542 45.0408986624268))",PYLONE__0000000024798712,0
"MULTIPOINT ((6.0183568441977 45.2785184415615))",PYLONE__0000000024798722,0
"MULTIPOINT ((5.95015360751002 44.7940757669799))",PYLONE__0000000024798687,39.1
"MULTIPOINT ((5.63024052330446 45.2787645867499))",PYLONE__0000000024798690,26.8
"MULTIPOINT ((6.07659194675062 45.3437699035172))",PYLONE__0000000024798693,21
"MULTIPOINT ((5.55471997590744 45.096089463216))",PYLONE__0000000024798701,26
"MULTIPOINT ((5.78701346450054 45.0585632411032))",PYLONE__0000000024798709,17.9
"MULTIPOINT ((5.71567295635766 45.1208843825313))",PYLONE__0000000024798710,23
"MULTIPOINT ((6.04284195912176 45.2801092036727))",PYLONE__0000000024798713,20.8
"MULTIPOINT ((6.04726873020095 45.2810951812537))",PYLONE__0000000024798718,23.8
"MULTIPOINT ((5.74402728060482 45.0929347498461))",PYLONE__0000000024798720,47.2
"MULTIPOINT ((5.69949295607053 45.0625686802222))",PYLONE__0000000024798721,12.9
"MULTIPOINT ((5.55177554056268 45.2879847942359))",PYLONE__0000000024798731,0
"MULTIPOINT ((5.97661264128293 45.2457610557627))",PYLONE__0000000024798724,21.3
"MULTIPOINT ((5.7362063179055 45.0851654884086))",PYLONE__0000000024798725,29.1
"MULTIPOINT ((5.80627583078915 45.2086629670459))",PYLONE__0000000024798730,26.8
"MULTIPOINT ((5.69107028761012 45.0644518128947))",PYLONE__0000000024798732,28.6
"MULTIPOINT ((5.69771288290083 45.078218403185))",PYLONE__0000000024798734,23
"MULTIPOINT ((5.69035758298084 45.2029660662621))",PYLONE__0000000024798735,24
"MULTIPOINT ((6.02076055898359 45.1149988854804))",PYLONE__0000000024798736,19.5
"MULTIPOINT ((5.77664253348975 45.0563960572))",PYLONE__0000000024798747,21.4
"MULTIPOINT ((6.03846726881765 45.0576777109608))",PYLONE__0000000024798748,16.2
"MULTIPOINT ((5.54565336027561 45.0841487794091))",PYLONE__0000000024798752,27
"MULTIPOINT ((5.76963912001369 45.0521675566093))",PYLONE__0000000024798760,34
"MULTIPOINT ((5.94864837741466 45.2705653543283))",PYLONE__0000000024798776,0
"MULTIPOINT ((6.07830563785081 45.0316544983456))",PYLONE__0000000024798778,0
"MULTIPOINT ((5.74182326046354 45.0932764020967))",PYLONE__0000000024798788,0
"MULTIPOINT ((5.58169247886734 45.2928270215184))",PYLONE__0000000024798789,0
"MULTIPOINT ((5.70846805294541 45.1152702580208))",PYLONE__0000000024798773,22.8
"MULTIPOINT ((5.82502801730252 45.0680034273695))",PYLONE__0000000024798775,27.5
"MULTIPOINT ((5.64971502812812 44.9772437919453))",PYLONE__0000000024798782,27.1
"MULTIPOINT ((5.71117433740841 45.0528162666468))",PYLONE__0000000024798786,17.9
"MULTIPOINT ((5.9917202359119 45.2291688473694))",PYLONE__0000000024798790,19
"MULTIPOINT ((5.74685577166648 45.0926704585169))",PYLONE__0000000024798791,35.5
"MULTIPOINT ((5.90064441139537 44.820098496549))",PYLONE__0000000024798796,28.6
"MULTIPOINT ((5.6459465941671 45.1974055523661))",PYLONE__0000000024798802,38.2
"MULTIPOINT ((5.63264086321679 45.0679923295453))",PYLONE__0000000024798805,25.4
"MULTIPOINT ((6.04456619842445 45.2067832010789))",PYLONE__0000000024798815,0
"MULTIPOINT ((6.07829870214872 45.0311356755878))",PYLONE__0000000024798831,0
"MULTIPOINT ((5.84869892187997 45.0700719215398))",PYLONE__0000000024798832,0
"MULTIPOINT ((5.99314906763095 45.2790529433078))",PYLONE__0000000024798843,0
"MULTIPOINT ((5.75145889191481 45.0681702268416))",PYLONE__0000000024798846,0
"MULTIPOINT ((5.98356654643782 45.2400096563598))",PYLONE__0000000024798811,19
"MULTIPOINT ((5.74810714864324 45.0859645282389))",PYLONE__0000000024798812,27.5
"MULTIPOINT ((5.55639566813708 45.1050597435205))",PYLONE__0000000024798818,23
"MULTIPOINT ((6.03750868895166 44.9552039510241))",PYLONE__0000000024798825,35.7
"MULTIPOINT ((6.06765155069841 45.0592815805366))",PYLONE__0000000024798854,0
"MULTIPOINT ((5.83671334262535 44.8412371327997))",PYLONE__0000000024798884,0
"MULTIPOINT ((5.73856619975338 45.088609451794))",PYLONE__0000000024798888,0
"MULTIPOINT ((5.71001123028282 44.9589800307941))",PYLONE__0000000024798849,28.6
"MULTIPOINT ((5.91381028058123 45.2457973846477))",PYLONE__0000000024798853,28.2
"MULTIPOINT ((6.06825180101658 45.0633640089231))",PYLONE__0000000024798857,29.1
"MULTIPOINT ((5.70828024996994 44.9634383981441))",PYLONE__0000000024798858,34.6
"MULTIPOINT ((5.67436736638783 45.0997878546168))",PYLONE__0000000024798860,41.2
"MULTIPOINT ((5.9102800068128 44.8541836406236))",PYLONE__0000000024798866,33
"MULTIPOINT ((5.91317980557411 45.2602908805581))",PYLONE__0000000024798867,32
"MULTIPOINT ((5.68189207651246 44.9657672225002))",PYLONE__0000000024798874,39.3
"MULTIPOINT ((5.98949197372504 45.2327985544197))",PYLONE__0000000024798887,19
"MULTIPOINT ((5.55760265582936 45.1164263003378))",PYLONE__0000000024798889,26
"MULTIPOINT ((6.00487408444368 45.2789249199978))",PYLONE__0000000024798897,0
"MULTIPOINT ((5.8271753953927 44.8517933302262))",PYLONE__0000000024798913,0
"MULTIPOINT ((5.93502192068389 45.2679171679605))",PYLONE__0000000024798914,0
"MULTIPOINT ((5.59809556274844 45.2598734261604))",PYLONE__0000000024798922,0
"MULTIPOINT ((5.92063545766803 45.265957599234))",PYLONE__0000000024798898,34.4
"MULTIPOINT ((5.72874690336715 45.0966704693907))",PYLONE__0000000024798900,25.7
"MULTIPOINT ((5.62209516150434 45.1713120724048))",PYLONE__0000000024798906,20
"MULTIPOINT ((5.98491390751179 45.1180585936996))",PYLONE__0000000024798907,16.2
"MULTIPOINT ((5.93610341237012 45.2577816372765))",PYLONE__0000000024798919,22.8
"MULTIPOINT ((5.67458909751754 44.937906884023))",PYLONE__0000000024798923,48.9
"MULTIPOINT ((5.91520023179778 44.8063883463272))",PYLONE__0000000024798924,45.2
"MULTIPOINT ((5.89830974583784 45.2623966907254))",PYLONE__0000000024798926,31.8
"MULTIPOINT ((6.042592462317 45.3721464812719))",PYLONE__0000000024798969,0
"MULTIPOINT ((6.06869484796901 45.3302121252811))",PYLONE__0000000024798943,27
"MULTIPOINT ((6.01834655491619 45.092358532838))",PYLONE__0000000024798954,22.2
"MULTIPOINT ((6.06354936107514 45.2816549539201))",PYLONE__0000000024798956,25.7
"MULTIPOINT ((5.6326468543714 45.2704635003971))",PYLONE__0000000024798958,29
"MULTIPOINT ((5.66414536751419 45.1004570073234))",PYLONE__0000000024798959,54.2
"MULTIPOINT ((6.06798128092815 45.0610746350739))",PYLONE__0000000024798963,28.9
"MULTIPOINT ((5.7859041905429 45.0578576237725))",PYLONE__0000000024798968,33
"MULTIPOINT ((5.66214773279756 45.2255133299334))",PYLONE__0000000024798970,54.2
"MULTIPOINT ((5.68916865174655 45.0982496815967))",PYLONE__0000000024798977,22.2
"MULTIPOINT ((6.00110699990395 45.3793655850516))",PYLONE__0000000024798979,34.9
"MULTIPOINT ((5.9391665856746 45.1093160229379))",PYLONE__0000000024798992,0
"MULTIPOINT ((5.57672822320162 45.2986425157719))",PYLONE__0000000024799031,0
"MULTIPOINT ((6.06841515437705 45.2806366123287))",PYLONE__0000000024798995,23.8
"MULTIPOINT ((5.63186146296839 45.2731775872179))",PYLONE__0000000024798997,29
"MULTIPOINT ((5.70543797307491 45.1369455053855))",PYLONE__0000000024799001,25.7
"MULTIPOINT ((5.65846345252478 45.2434126000224))",PYLONE__0000000024799002,23
"MULTIPOINT ((5.66556583531878 45.2315446778763))",PYLONE__0000000024799003,32
"MULTIPOINT ((5.61089548974711 45.2491424657598))",PYLONE__0000000024799005,53.5
"MULTIPOINT ((5.65894275193199 45.1096047690532))",PYLONE__0000000024799007,69.4
"MULTIPOINT ((6.06303695896106 45.3111552892991))",PYLONE__0000000024799014,27
"MULTIPOINT ((5.86799185460908 45.2073596779305))",PYLONE__0000000024799015,28.2
"MULTIPOINT ((5.69745915710597 45.0806822550118))",PYLONE__0000000024799020,28.8
"MULTIPOINT ((6.02920603195404 45.0726108980036))",PYLONE__0000000024799021,22.2
"MULTIPOINT ((5.80347709250973 45.006172372863))",PYLONE__0000000024799024,33.4
"MULTIPOINT ((5.90090162570735 45.08776451063))",PYLONE__0000000024799042,0
"MULTIPOINT ((5.93918386374598 45.2685376565148))",PYLONE__0000000024799048,0
"MULTIPOINT ((5.84742143859672 44.8380492417088))",PYLONE__0000000024799050,0
"MULTIPOINT ((5.60976013213267 45.252706905505))",PYLONE__0000000024799056,0
"MULTIPOINT ((6.0766407022145 45.0357174899184))",PYLONE__0000000024799061,0
"MULTIPOINT ((5.75900753898266 45.2001996399356))",PYLONE__0000000024799036,25.7
"MULTIPOINT ((6.02755899533475 45.2185930413038))",PYLONE__0000000024799051,18.3
"MULTIPOINT ((5.56018903647381 45.278936551541))",PYLONE__0000000024799067,33.3
"MULTIPOINT ((5.69825338940078 45.1972653445449))",PYLONE__0000000024799071,23
"MULTIPOINT ((6.06426206159661 45.0143965891095))",PYLONE__0000000024799075,0
"MULTIPOINT ((6.07486740549988 45.0774770902504))",PYLONE__0000000024799080,0
"MULTIPOINT ((5.78813337127978 45.2061388118127))",PYLONE__0000000024799091,0
"MULTIPOINT ((5.9214793546144 45.2665266318435))",PYLONE__0000000024799104,0
"MULTIPOINT ((5.88728401364553 45.2355069744931))",PYLONE__0000000024799108,0
"MULTIPOINT ((5.80018486245797 44.8967636510964))",PYLONE__0000000024799111,0
"MULTIPOINT ((5.81165049518423 44.8661059308709))",PYLONE__0000000024799112,0
"MULTIPOINT ((6.01392340983486 45.1276780545138))",PYLONE__0000000024799072,53.5
"MULTIPOINT ((5.69705143010362 45.1494292672331))",PYLONE__0000000024799077,25.7
"MULTIPOINT ((5.94977697269752 45.2562303439709))",PYLONE__0000000024799079,22.8
"MULTIPOINT ((5.55297178894184 45.2844277382036))",PYLONE__0000000024799082,54.4
"MULTIPOINT ((5.77409147069372 45.1580379048089))",PYLONE__0000000024799100,41.2
