WKT,geo_point_
"MULTILINESTRING ((5.41463474589327 45.0567088180161,5.41426804072074 45.0562919267554))","(2:45.0565003724,5.41445139331)"
"MULTILINESTRING ((5.3674093528654 45.0611831518197,5.36601965657701 45.0623974946646,5.36507220127184 45.0643383751747))","(2:45.0626410247,5.36608436922)"
"MULTILINESTRING ((5.36505333094739 45.0643613592074,5.36398427995635 45.0652997408407))","(2:45.06483055,5.36451880545)"
"MULTILINESTRING ((5.31119841594225 45.1192660375111,5.31033483473544 45.1174023255135))","(2:45.1183341815,5.31076662534)"
"MULTILINESTRING ((6.00179856836909 45.3896292666199,6.00001402000495 45.3876815700237))","(2:45.3886554183,6.00090629419)"
"MULTILINESTRING ((6.00391030884238 45.3914501531965,6.00393088044796 45.3914641289785,6.0037293883808 45.3917167802551,6.00372000646864 45.3917285443689))","(2:45.3915868021,6.00383196109)"
"MULTILINESTRING ((6.01031127585651 45.3918607656425,6.0108102845307 45.3921719634047,6.01150214217581 45.3921781114063,6.0117226437342 45.3919192615975))","(2:45.3920909157,6.01103581131)"
"MULTILINESTRING ((5.58227820785574 44.822066031937,5.58773029774386 44.8242977593501,5.58977490634293 44.8258184785966,5.59327643010069 44.8266363370003,5.59374565309907 44.8269833321137))","(2:44.8245963922,5.58801291341)"
"MULTILINESTRING ((5.57880363351015 44.8210018615517,5.57845682253287 44.8222762278929))","(2:44.8216390447,5.57863022802)"
"MULTILINESTRING ((5.56993410966021 44.8229055723928,5.55515872141965 44.8229304594728,5.55343421592561 44.822762164027))","(2:44.8229104898,5.56168049756)"
"MULTILINESTRING ((5.79513096728343 45.0047453440394,5.79509862643168 45.0047510179097,5.79459405449824 45.0048696316695))","(2:45.0048066226,5.79486233345)"
"MULTILINESTRING ((5.78263044548704 45.0029897264237,5.78351942993923 45.0008992626322))","(2:45.0019444945,5.78307493771)"
"MULTILINESTRING ((5.36974439290305 45.066873973732,5.37057509000478 45.0665942058257))","(2:45.0667340898,5.37015974145)"
"MULTILINESTRING ((5.37381961929111 45.0805058516434,5.37421222264263 45.0812250914254))","(2:45.0808654715,5.37401592097)"
"MULTILINESTRING ((5.66680955006161 45.1329829961202,5.66638481605181 45.1332286247602,5.66570650712821 45.1335118402137,5.664192296253 45.1340984964308))","(2:45.1335725592,5.66551590181)"
"MULTILINESTRING ((5.6492138386468 45.1103808478121,5.6489321270454 45.1107941098599))","(2:45.1105874788,5.64907298285)"
"MULTILINESTRING ((6.15178597809282 45.0657283169648,6.14931086864143 45.0626467715886,6.14892263239526 45.0607957802414))","(2:45.063389362,6.15008507723)"
"MULTILINESTRING ((6.14892263239526 45.0607957802414,6.14817975806412 45.0585240758258))","(2:45.059659928,6.14855119523)"
"MULTILINESTRING ((6.14817975806412 45.0585240758258,6.14795285269291 45.0575672561816,6.14399491250312 45.0532515507649))","(2:45.055788453,6.14627473725)"
"MULTILINESTRING ((5.63567871853208 44.8101943158846,5.63577601424945 44.8106824045836))","(2:44.8104383602,5.63572736639)"
"MULTILINESTRING ((5.60634593381924 44.8322302372235,5.60580640434443 44.8325356324582,5.60490480068065 44.8325043788182,5.60252117348325 44.8331093595136))","(2:44.8326758528,5.60445318754)"
"MULTILINESTRING ((5.60634593381924 44.8322302372235,5.60620602577707 44.8362784890251))","(2:44.8342543631,5.6062759798)"
"MULTILINESTRING ((5.60688088660064 44.8315854326212,5.60731963095223 44.8303982618313,5.60766962224059 44.8296613944674))","(2:44.8306148059,5.60725482221)"
"MULTILINESTRING ((5.62917389670725 44.8179917286775,5.62797627950547 44.818521162022,5.62655907910957 44.8197602056219))","(2:44.818777939,5.62780402298)"
"MULTILINESTRING ((5.6381775111702 44.8221635058637,5.63557605940501 44.8210006405739))","(2:44.8215820732,5.63687678529)"
"MULTILINESTRING ((5.64857350940953 44.9952790868616,5.64916238135427 44.996708892226,5.65064529204061 44.9980990382747))","(2:44.9967947687,5.64945626772)"
"MULTILINESTRING ((5.64264158587535 44.968383735436,5.6351091114646 44.9661056393192))","(2:44.9672446874,5.63887534867)"
"MULTILINESTRING ((5.65746059853982 44.9786016937746,5.65772683758394 44.9791567995866,5.65776013643619 44.9792413818333,5.65818821491065 44.9800056292632))","(2:44.979309587,5.65781291493)"
"MULTILINESTRING ((5.66102495574203 44.9843650736359,5.66152467953977 44.9843951510247))","(2:44.9843801123,5.66127481764)"
"MULTILINESTRING ((5.6670849442761 44.9908027720637,5.66852748764201 44.9917832818976))","(2:44.991293027,5.66780621596)"
"MULTILINESTRING ((5.6670849442761 44.9908027720637,5.66839203671404 44.9903001845679))","(2:44.9905514783,5.6677384905)"
"MULTILINESTRING ((5.66852748764201 44.9917832818976,5.66882549602905 44.991994975345))","(2:44.9918891286,5.66867649184)"
"MULTILINESTRING ((5.64661430159273 44.9835096347568,5.64733510530449 44.9855222095157,5.64723323127571 44.9870830746521,5.64790302566084 44.989327829283))","(2:44.9864081683,5.64728476884)"
"MULTILINESTRING ((5.64661430159273 44.9835096347568,5.64674749579325 44.9837572363078))","(2:44.9836334355,5.64668089869)"
"MULTILINESTRING ((5.64790302566084 44.989327829283,5.64830616453586 44.991643346403))","(2:44.9904855878,5.6481045951)"
"MULTILINESTRING ((5.64830616453586 44.991643346403,5.64760617923022 44.9916472231073))","(2:44.9916452848,5.64795617188)"
"MULTILINESTRING ((5.65704090144335 45.0166682339248,5.65582156198826 45.0191413008621))","(2:45.0179047674,5.65643123172)"
"MULTILINESTRING ((5.640858395585 44.9946313651249,5.64214544868362 44.9944136623953))","(2:44.9945225138,5.64150192213)"
"MULTILINESTRING ((5.67565419325713 45.0009806540826,5.67946416591527 45.0055485609268))","(2:45.0032646075,5.67755917959)"
"MULTILINESTRING ((5.77565291844324 44.8819890450853,5.77618964485359 44.8816047610758))","(2:44.8817969031,5.77592128165)"
"MULTILINESTRING ((5.77339395265896 44.878381109669,5.77315061194759 44.877992425138,5.77307789004118 44.8778324692409,5.77307775426159 44.8778323204113))","(2:44.8781106863,5.7732284563)"
"MULTILINESTRING ((5.77618964485359 44.8816047610758,5.77643476326786 44.8814356693338))","(2:44.8815202152,5.77631220406)"
"MULTILINESTRING ((5.41405971007847 45.1682666969749,5.41219341525173 45.167946895745,5.40904931726778 45.1674357246136))","(2:45.1678462109,5.41155534848)"
"MULTILINESTRING ((5.85646283352269 44.8336604529873,5.85595080068262 44.8339700664111))","(2:44.8338152597,5.8562068171)"
"MULTILINESTRING ((5.86638037537207 44.8176475829594,5.8662961394437 44.8174535536201))","(2:44.8175505683,5.86633825741)"
"MULTILINESTRING ((5.84668776066909 44.8273800098632,5.83692268404958 44.8330701455017))","(2:44.8302250777,5.84180522236)"
"MULTILINESTRING ((5.7506674290103 45.2277685035927,5.75026214752069 45.2275348010459))","(2:45.2276516523,5.75046478827)"
"MULTILINESTRING ((5.75383598584716 45.2418758700233,5.75134491083107 45.2428500143454))","(2:45.2423629422,5.75259044834)"
"MULTILINESTRING ((5.7513579596076 45.2286207660704,5.75169102286092 45.2287449773818))","(2:45.2286828717,5.75152449123)"
"MULTILINESTRING ((5.67950141972582 44.818216345177,5.68119231738457 44.8199842132699,5.68233115652474 44.8208699067902,5.68444886398001 44.8233646188013,5.6843779542723 44.8252393457606))","(2:44.8214843073,5.68251878383)"
"MULTILINESTRING ((5.68074410395548 44.8170853435135,5.68889101317768 44.8138801533027,5.6915457124372 44.8125262614532))","(2:44.8149038647,5.68618907928)"
"MULTILINESTRING ((5.71751614773171 44.8351125312891,5.71916951052211 44.8398361414349))","(2:44.8374743364,5.71834282913)"
"MULTILINESTRING ((5.7152547086949 44.8265280030325,5.71505458264405 44.8251155039567))","(2:44.8258217535,5.71515464567)"
"MULTILINESTRING ((5.71944908365471 44.840198641239,5.71918437123993 44.839860281573))","(2:44.8400294614,5.71931672745)"
"MULTILINESTRING ((5.9068566960947 44.8204700295486,5.90651729222792 44.82040394447))","(2:44.820436987,5.90668699416)"
"MULTILINESTRING ((5.90329966668558 44.8247389823583,5.90073096724004 44.82742176973))","(2:44.826080376,5.90201531696)"
"MULTILINESTRING ((5.90651729222792 44.82040394447,5.90632565083216 44.8203811412516))","(2:44.8203925429,5.90642147153)"
"MULTILINESTRING ((5.54133242738863 45.0432033866036,5.54165577132451 45.0434411458694,5.54325760945787 45.0449440100222,5.54756962427846 45.0485082034363))","(2:45.0458800628,5.54442878865)"
"MULTILINESTRING ((5.53115742700627 45.0174109032777,5.53112191157641 45.0172374967848))","(2:45.0173242,5.53113966929)"
"MULTILINESTRING ((5.51704703522812 45.0265006851916,5.52039169398077 45.0247770334803))","(2:45.0256388593,5.5187193646)"
"MULTILINESTRING ((5.53112191157641 45.0172374967848,5.5308225873235 45.0178639835971))","(2:45.0175507402,5.53097224945)"
"MULTILINESTRING ((5.90073096724004 44.82742176973,5.89695038655628 44.8309896200605,5.89088159425043 44.8322446226113))","(2:44.8305170974,5.89616249181)"
"MULTILINESTRING ((5.9223466333083 44.8390473610838,5.92318538876401 44.8409952158786))","(2:44.8400212885,5.92276601104)"
"MULTILINESTRING ((5.91937251524674 44.8344451395566,5.92210230554673 44.8321054732582))","(2:44.8332753064,5.9207374104)"
"MULTILINESTRING ((5.86303235818002 45.2788989060664,5.86224626558352 45.278346351083))","(2:45.2786226286,5.86263931188)"
"MULTILINESTRING ((5.90269304503711 45.2827082832855,5.8980131548606 45.2844002989939))","(2:45.2835542911,5.90035309995)"
"MULTILINESTRING ((5.90803911457144 45.2804540594465,5.90269304503711 45.2827082832855))","(2:45.2815811714,5.9053660798)"
"MULTILINESTRING ((5.95769190930534 44.8922922307671,5.95590910817013 44.8930464764933,5.95269185063258 44.8995620278036))","(2:44.8955396242,5.9548263792)"
"MULTILINESTRING ((5.97085734936057 44.8840363519489,5.97256651932428 44.8838084574306,5.9748802613822 44.884102545238,5.97601632772277 44.8835550523699))","(2:44.8839147221,5.97348023271)"
"MULTILINESTRING ((5.76777270999543 45.4131619136904,5.76765765953836 45.413047292656))","(2:45.4131046032,5.76771518477)"
"MULTILINESTRING ((5.74928195463903 45.4126273604288,5.74311021395686 45.3993720545061))","(2:45.4059997075,5.7461960843)"
"MULTILINESTRING ((5.76413927192069 45.1463572141353,5.76433525073403 45.1461415494257))","(2:45.1462493818,5.76423726133)"
"MULTILINESTRING ((5.66914271242114 45.2536998422941,5.66910562412479 45.253618658345))","(2:45.2536592503,5.66912416827)"
"MULTILINESTRING ((5.92275694888833 45.2662274504828,5.92249057623642 45.2659628754519))","(2:45.266095163,5.92262376256)"
"MULTILINESTRING ((6.04524771625885 45.0681360096985,6.04581208445468 45.0676568183066,6.04743655032386 45.0662827224872))","(2:45.0672089759,6.04634180258)"
"MULTILINESTRING ((6.05938136893319 45.0784048724315,6.05720858754475 45.0800477780007))","(2:45.0792263252,6.05829497824)"
"MULTILINESTRING ((5.97213077364366 45.3416649557087,5.97107874373708 45.3410580737054))","(2:45.3413615147,5.97160475869)"
"MULTILINESTRING ((5.97212961080368 45.3298833005426,5.97226201633912 45.3298737184871,5.97268146691073 45.3298186155074))","(2:45.3298538919,5.97240583747)"
"MULTILINESTRING ((5.98064905379957 45.3305020592322,5.98073816530267 45.3304715048033,5.98239769082072 45.3298269907833))","(2:45.3301662109,5.98152398842)"
"MULTILINESTRING ((5.98861504265348 45.3466613129312,5.98852951776366 45.3466321287755))","(2:45.3466467209,5.98857228021)"
"MULTILINESTRING ((5.98281448259346 45.3296307187657,5.98242547544739 45.3298066649587))","(2:45.3297186919,5.98261997902)"
"MULTILINESTRING ((5.95760115618045 45.3296340044238,5.96214235532136 45.3351785393215))","(2:45.3324062719,5.95987175575)"
"MULTILINESTRING ((5.95760115618045 45.3296340044238,5.9550146815081 45.3264389854682,5.95028504096733 45.3226502083867))","(2:45.3259559153,5.95412833627)"
"MULTILINESTRING ((5.55597192278616 44.9081311489768,5.55573669426902 44.9081781667441))","(2:44.9081546579,5.55585430853)"
"MULTILINESTRING ((5.64575705762421 45.0288283798747,5.64492317155052 45.0264273647822))","(2:45.0276278723,5.64534011459)"
"MULTILINESTRING ((5.6453256936829 45.0269969722807,5.64492317155052 45.0264273647822))","(2:45.0267121685,5.64512443262)"
"MULTILINESTRING ((5.63070470758236 44.9995680183828,5.63101198922959 45.0000715689307,5.63180785652984 45.0009044786617,5.63323273723373 45.0055889011084))","(2:45.0024634169,5.6321799126)"
"MULTILINESTRING ((5.62246164826892 44.9894562542229,5.62625500140516 44.9940378965047,5.62992645889126 44.9962816269138))","(2:44.9931795291,5.62592497856)"
"MULTILINESTRING ((5.63605504211433 45.0230401322209,5.62932317189222 45.0237144352657))","(2:45.0233772837,5.632689107)"
"MULTILINESTRING ((5.61406610802314 45.0161021870852,5.61275116502967 45.0164890039908,5.61118229028243 45.015586785664))","(2:45.0161489542,5.61258813671)"
"MULTILINESTRING ((5.65029472693442 45.0299174737936,5.65027277849113 45.0298784629551))","(2:45.0298979684,5.65028375271)"
"MULTILINESTRING ((5.65126947685978 45.0295785087533,5.65208313068117 45.0292854372683))","(2:45.029431973,5.65167630377)"
"MULTILINESTRING ((5.63958750817637 45.0150310133342,5.63969297979325 45.0144568219975))","(2:45.0147439177,5.63964024398)"
"MULTILINESTRING ((5.64092688853838 45.0233887984662,5.64024905630669 45.0248439627608))","(2:45.0241163806,5.64058797242)"
"MULTILINESTRING ((5.79338217669018 45.148409434487,5.79422222167359 45.1484114776705,5.79441116799778 45.148378841855,5.7944238686151 45.1483784643123,5.79449317327425 45.1483728842598))","(2:45.1484052898,5.79393873384)"
"MULTILINESTRING ((5.78058174823436 45.1472754914956,5.78044323192385 45.1462090924741))","(2:45.146742292,5.78051249008)"
"MULTILINESTRING ((6.04745225086054 45.0749543629826,6.04709038808683 45.0750462160396))","(2:45.0750002895,6.04727131947)"
"MULTILINESTRING ((6.05007257240615 45.0800355320717,6.04741700299247 45.0801937587598,6.04578526386638 45.0806430856959,6.04338559448423 45.0805521697074,6.04157439126095 45.0801291493263))","(2:45.0803577747,6.04581139494)"
"MULTILINESTRING ((6.05281761873937 45.095082454775,6.05494843375195 45.0939902987992,6.05752360095855 45.0932953722329,6.05911462937853 45.0927219915293,6.05980809775537 45.0922314072854))","(2:45.093652891,6.05631871421)"
"MULTILINESTRING ((6.05281761873937 45.095082454775,6.05024480982032 45.0943350857099,6.04728764924895 45.0947184863848))","(2:45.094612912,6.05007478729)"
"MULTILINESTRING ((5.39709602213637 45.1434697610538,5.40218009894709 45.1459866578647,5.40789134813946 45.1484074172673))","(2:45.1460177257,5.40245736336)"
"MULTILINESTRING ((5.75848455179798 45.1098470727388,5.759984386995 45.1106557215769))","(2:45.1102513972,5.7592344694)"
"MULTILINESTRING ((5.7463913333787 45.1141818557739,5.74565406910223 45.1142240769301))","(2:45.1142029664,5.74602270124)"
"MULTILINESTRING ((5.74530868114124 45.0922263872834,5.74456739272028 45.0922899010675))","(2:45.0922581442,5.74493803693)"
"MULTILINESTRING ((5.72657113161705 45.0904740646641,5.72701776827041 45.0905705523852))","(2:45.0905223085,5.72679444994)"
"MULTILINESTRING ((5.74473966175343 45.1140268418832,5.74398008454496 45.1107167810614))","(2:45.1123718115,5.74435987315)"
"MULTILINESTRING ((5.73941328188637 45.0958142588098,5.7387005594541 45.0951877510669))","(2:45.0955010049,5.73905692067)"
"MULTILINESTRING ((5.771845069701 45.0206328483266,5.77400142158376 45.0205217082367))","(2:45.0205772783,5.77292324564)"
"MULTILINESTRING ((5.77142339786533 45.0284433696977,5.77124088852543 45.02863228795))","(2:45.0285378288,5.7713321432)"
"MULTILINESTRING ((5.78815928948743 45.0259315405258,5.78886533785594 45.0257648156737,5.78907568535265 45.0259539020658,5.78949784976415 45.0263555096872,5.79003838233943 45.0268864740525,5.7904897705549 45.027100403535))","(2:45.0263184414,5.7893575513)"
"MULTILINESTRING ((5.5850125546336 45.1204480713472,5.58568370659419 45.1218074018419,5.58632316319358 45.1226713308762))","(2:45.1215889106,5.58561999208)"
"MULTILINESTRING ((5.58176643618611 45.1271018906522,5.58201272793441 45.1276569727518,5.58208074618717 45.1280802601895))","(2:45.1275818688,5.58195461679)"
"MULTILINESTRING ((5.59667328682838 45.1297951202376,5.60212000455839 45.1350541128481))","(2:45.1324246165,5.59939664569)"
"MULTILINESTRING ((5.55877571283555 45.1023791112605,5.56487421835532 45.1098043812728,5.56487713465459 45.1098033691106))","(2:45.1060929385,5.56182594538)"
"MULTILINESTRING ((5.61055011321518 45.1476488131216,5.61030595962081 45.1477829051663))","(2:45.1477158591,5.61042803642)"
"MULTILINESTRING ((5.56523695709829 45.1097253128839,5.56566988706768 45.1097154579835))","(2:45.1097203854,5.56545342208)"
"MULTILINESTRING ((5.57886780050603 45.1245111743561,5.57764885528121 45.1246181060481,5.57764584303386 45.1246194454491))","(2:45.1245647857,5.57825668626)"
"MULTILINESTRING ((5.60430208460927 45.1377668728733,5.60465118576771 45.1378186442605))","(2:45.1377927586,5.60447663519)"
"MULTILINESTRING ((5.58088696503374 45.0921423152417,5.58031845036995 45.09007016567,5.5791597648659 45.0891888535675,5.57557066677344 45.0862874507742,5.57468960211999 45.0862014209807))","(2:45.0886901821,5.57829149546)"
"MULTILINESTRING ((5.60787934321586 45.1126843740926,5.60655623698812 45.1130252446685,5.60655608256176 45.1130252132079))","(2:45.112854829,5.60721771379)"
"MULTILINESTRING ((5.96228090959363 45.2463596181165,5.96454480432333 45.2477030626475))","(2:45.2470313404,5.96341285696)"
"MULTILINESTRING ((5.96454480432333 45.2477030626475,5.96395367819198 45.2480366775024))","(2:45.2478698701,5.96424924126)"
"MULTILINESTRING ((5.87718236181274 44.9677856969444,5.87526793822105 44.9644923867598,5.87338441996515 44.9612118157003))","(2:44.964501306,5.87527897754)"
"MULTILINESTRING ((5.87736882437651 45.0093737188886,5.88360534903496 45.0095498052358))","(2:45.0094617621,5.88048708671)"
"MULTILINESTRING ((5.88608603251645 44.9832662799382,5.88606657026695 44.9831981222921,5.88556245401269 44.9803151741104,5.8821973487958 44.9747741406634))","(2:44.9788874644,5.88449355658)"
"MULTILINESTRING ((5.88608603251645 44.9832662799382,5.88674995001533 44.9838241375792))","(2:44.9835452088,5.88641799127)"
